标识	名字	type	value1	value2	value3	weight	type	value1	value2	value3	weight	type	value1	value2	value3	weight	type	value1	value2	value3	weight	type	value1	value2	value3	weight	type	value1	value2	value3	weight	type	value1	value2	value3	weight	type	value1	value2	value3	weight	type	value1	value2	value3	weight	type	value1	value2	value3	weight	type	value1	value2	value3	weight	type	value1	value2	value3	weight	type	value1	value2	value3	weight	type	value1	value2	value3	weight	type	value1	value2	value3	weight	type	value1	value2	value3	weight	type	value1	value2	value3	weight	type	value1	value2	value3	weight	type	value1	value2	value3	weight	type	value1	value2	value3	weight	type	value1	value2	value3	weight	type	value1	value2	value3	weight	type	value1	value2	value3	weight	type	value1	value2	value3	weight	type	value1	value2	value3	weight	type	value1	value2	value3	weight	type	value1	value2	value3	weight	type	value1	value2	value3	weight	type	value1	value2	value3	weight	type	value1	value2	value3	weight	type	value1	value2	value3	weight	type	value1	value2	value3	weight	type	value1	value2	value3	weight	type	value1	value2	value3	weight	type	value1	value2	value3	weight	type	value1	value2	value3	weight	type	value1	value2	value3	weight	type	value1	value2	value3	weight	type	value1	value2	value3	weight	type	value1	value2	value3	weight	type	value1	value2	value3	weight
INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
*id		assets.0.type	assets.0.value1	assets.0.value2	assets.0.value3	assets.0.weight	assets.1.type	assets.1.value1	assets.1.value2	assets.1.value3	assets.1.weight	assets.2.type	assets.2.value1	assets.2.value2	assets.2.value3	assets.2.weight	assets.3.type	assets.3.value1	assets.3.value2	assets.3.value3	assets.3.weight	assets.4.type	assets.4.value1	assets.4.value2	assets.4.value3	assets.4.weight	assets.5.type	assets.5.value1	assets.5.value2	assets.5.value3	assets.5.weight	assets.6.type	assets.6.value1	assets.6.value2	assets.6.value3	assets.6.weight	assets.7.type	assets.7.value1	assets.7.value2	assets.7.value3	assets.7.weight	assets.8.type	assets.8.value1	assets.8.value2	assets.8.value3	assets.8.weight	assets.9.type	assets.9.value1	assets.9.value2	assets.9.value3	assets.9.weight	assets.10.type	assets.10.value1	assets.10.value2	assets.10.value3	assets.10.weight	assets.11.type	assets.11.value1	assets.11.value2	assets.11.value3	assets.11.weight	assets.12.type	assets.12.value1	assets.12.value2	assets.12.value3	assets.12.weight	assets.13.type	assets.13.value1	assets.13.value2	assets.13.value3	assets.13.weight	assets.14.type	assets.14.value1	assets.14.value2	assets.14.value3	assets.14.weight	assets.15.type	assets.15.value1	assets.15.value2	assets.15.value3	assets.15.weight	assets.16.type	assets.16.value1	assets.16.value2	assets.16.value3	assets.16.weight	assets.17.type	assets.17.value1	assets.17.value2	assets.17.value3	assets.17.weight	assets.18.type	assets.18.value1	assets.18.value2	assets.18.value3	assets.18.weight	assets.19.type	assets.19.value1	assets.19.value2	assets.19.value3	assets.19.weight	assets.20.type	assets.20.value1	assets.20.value2	assets.20.value3	assets.20.weight	assets.21.type	assets.21.value1	assets.21.value2	assets.21.value3	assets.21.weight	assets.22.type	assets.22.value1	assets.22.value2	assets.22.value3	assets.22.weight	assets.23.type	assets.23.value1	assets.23.value2	assets.23.value3	assets.23.weight	assets.24.type	assets.24.value1	assets.24.value2	assets.24.value3	assets.24.weight	assets.25.type	assets.25.value1	assets.25.value2	assets.25.value3	assets.25.weight	assets.26.type	assets.26.value1	assets.26.value2	assets.26.value3	assets.26.weight	assets.27.type	assets.27.value1	assets.27.value2	assets.27.value3	assets.27.weight	assets.28.type	assets.28.value1	assets.28.value2	assets.28.value3	assets.28.weight	assets.29.type	assets.29.value1	assets.29.value2	assets.29.value3	assets.29.weight	assets.30.type	assets.30.value1	assets.30.value2	assets.30.value3	assets.30.weight	assets.31.type	assets.31.value1	assets.31.value2	assets.31.value3	assets.31.weight	assets.32.type	assets.32.value1	assets.32.value2	assets.32.value3	assets.32.weight	assets.33.type	assets.33.value1	assets.33.value2	assets.33.value3	assets.33.weight	assets.34.type	assets.34.value1	assets.34.value2	assets.34.value3	assets.34.weight	assets.35.type	assets.35.value1	assets.35.value2	assets.35.value3	assets.35.weight	assets.36.type	assets.36.value1	assets.36.value2	assets.36.value3	assets.36.weight	assets.37.type	assets.37.value1	assets.37.value2	assets.37.value3	assets.37.weight	assets.38.type	assets.38.value1	assets.38.value2	assets.38.value3	assets.38.weight	assets.39.type	assets.39.value1	assets.39.value2	assets.39.value3	assets.39.weight	assets.40.type	assets.40.value1	assets.40.value2	assets.40.value3	assets.40.weight
1001	1级白到蓝	3	10101	0	1	62500	3	10102	0	1	62500	3	10103	0	1	62500	3	10104	0	1	62500	3	10105	0	1	62500	3	10106	0	1	62500	3	10107	0	1	62500	3	10108	0	1	62500	3	10101	0	2	12500	3	10102	0	2	12500	3	10103	0	2	12500	3	10104	0	2	12500	3	10105	0	2	12500	3	10106	0	2	12500	3	10107	0	2	12500	3	10108	0	2	12500	3	10101	0	3	2500	3	10102	0	3	2500	3	10103	0	3	2500	3	10104	0	3	2500	3	10105	0	3	2500	3	10106	0	3	2500	3	10107	0	3	2500	3	10108	0	3	2500																																																																																					
1002	11级白到蓝	3	10201	0	1	62500	3	10202	0	1	62500	3	10203	0	1	62500	3	10204	0	1	62500	3	10205	0	1	62500	3	10206	0	1	62500	3	10207	0	1	62500	3	10208	0	1	62500	3	10201	0	2	12500	3	10202	0	2	12500	3	10203	0	2	12500	3	10204	0	2	12500	3	10205	0	2	12500	3	10206	0	2	12500	3	10207	0	2	12500	3	10208	0	2	12500	3	10201	0	3	2500	3	10202	0	3	2500	3	10203	0	3	2500	3	10204	0	3	2500	3	10205	0	3	2500	3	10206	0	3	2500	3	10207	0	3	2500	3	10208	0	3	2500																																																																																					
1003	21级白到蓝	3	10301	0	1	62500	3	10302	0	1	62500	3	10303	0	1	62500	3	10304	0	1	62500	3	10305	0	1	62500	3	10306	0	1	62500	3	10307	0	1	62500	3	10308	0	1	62500	3	10301	0	2	12500	3	10302	0	2	12500	3	10303	0	2	12500	3	10304	0	2	12500	3	10305	0	2	12500	3	10306	0	2	12500	3	10307	0	2	12500	3	10308	0	2	12500	3	10301	0	3	2500	3	10302	0	3	2500	3	10303	0	3	2500	3	10304	0	3	2500	3	10305	0	3	2500	3	10306	0	3	2500	3	10307	0	3	2500	3	10308	0	3	2500																																																																																					
1004	31级白到蓝	3	10401	0	1	62500	3	10402	0	1	62500	3	10403	0	1	62500	3	10404	0	1	62500	3	10405	0	1	62500	3	10406	0	1	62500	3	10407	0	1	62500	3	10408	0	1	62500	3	10401	0	2	12500	3	10402	0	2	12500	3	10403	0	2	12500	3	10404	0	2	12500	3	10405	0	2	12500	3	10406	0	2	12500	3	10407	0	2	12500	3	10408	0	2	12500	3	10401	0	3	2500	3	10402	0	3	2500	3	10403	0	3	2500	3	10404	0	3	2500	3	10405	0	3	2500	3	10406	0	3	2500	3	10407	0	3	2500	3	10408	0	3	2500																																																																																					
1005	41级白到蓝	3	10501	0	1	62500	3	10502	0	1	62500	3	10503	0	1	62500	3	10504	0	1	62500	3	10505	0	1	62500	3	10506	0	1	62500	3	10507	0	1	62500	3	10508	0	1	62500	3	10501	0	2	12500	3	10502	0	2	12500	3	10503	0	2	12500	3	10504	0	2	12500	3	10505	0	2	12500	3	10506	0	2	12500	3	10507	0	2	12500	3	10508	0	2	12500	3	10501	0	3	2500	3	10502	0	3	2500	3	10503	0	3	2500	3	10504	0	3	2500	3	10505	0	3	2500	3	10506	0	3	2500	3	10507	0	3	2500	3	10508	0	3	2500																																																																																					
1006	51级白到蓝	3	10601	0	1	62500	3	10602	0	1	62500	3	10603	0	1	62500	3	10604	0	1	62500	3	10605	0	1	62500	3	10606	0	1	62500	3	10607	0	1	62500	3	10608	0	1	62500	3	10601	0	2	12500	3	10602	0	2	12500	3	10603	0	2	12500	3	10604	0	2	12500	3	10605	0	2	12500	3	10606	0	2	12500	3	10607	0	2	12500	3	10608	0	2	12500	3	10601	0	3	2500	3	10602	0	3	2500	3	10603	0	3	2500	3	10604	0	3	2500	3	10605	0	3	2500	3	10606	0	3	2500	3	10607	0	3	2500	3	10608	0	3	2500																																																																																					
1007	61级白到蓝	3	10701	0	1	62500	3	10702	0	1	62500	3	10703	0	1	62500	3	10704	0	1	62500	3	10705	0	1	62500	3	10706	0	1	62500	3	10707	0	1	62500	3	10708	0	1	62500	3	10701	0	2	12500	3	10702	0	2	12500	3	10703	0	2	12500	3	10704	0	2	12500	3	10705	0	2	12500	3	10706	0	2	12500	3	10707	0	2	12500	3	10708	0	2	12500	3	10701	0	3	2500	3	10702	0	3	2500	3	10703	0	3	2500	3	10704	0	3	2500	3	10705	0	3	2500	3	10706	0	3	2500	3	10707	0	3	2500	3	10708	0	3	2500																																																																																					
1008	71级白到蓝	3	10801	0	1	62500	3	10802	0	1	62500	3	10803	0	1	62500	3	10804	0	1	62500	3	10805	0	1	62500	3	10806	0	1	62500	3	10807	0	1	62500	3	10808	0	1	62500	3	10801	0	2	12500	3	10802	0	2	12500	3	10803	0	2	12500	3	10804	0	2	12500	3	10805	0	2	12500	3	10806	0	2	12500	3	10807	0	2	12500	3	10808	0	2	12500	3	10801	0	3	2500	3	10802	0	3	2500	3	10803	0	3	2500	3	10804	0	3	2500	3	10805	0	3	2500	3	10806	0	3	2500	3	10807	0	3	2500	3	10808	0	3	2500																																																																																					
